Point ID,n,h,is_dynamic,success,k,grad_norm_final,fx_final,convergence_rate,time
5,2,1e-08,True,yes,16,0,0.31438,1.4692,0.0043431
0,2,1e-08,False,yes,6,1.4198e-15,0,-10.056,0.0016762
1,2,1e-08,False,yes,8,7.7098e-09,2.6359e-18,3.7909,0.0019883
2,2,1e-08,False,yes,6,8.5093e-14,3.1732e-28,3.1158,0.0015037
3,2,1e-08,False,yes,6,1.935e-16,1.2326e-31,2.0896,0.001489
4,2,1e-08,False,yes,10,1.7581e-12,3.1992e-25,4.2585,0.0025973
5,2,1e-08,False,yes,6,1.0545e-15,9.8608e-32,3.5787,0.0015393
0,100,1e-08,True,yes,12,2.7917e-11,1.6359e-23,1.3995,0.00445
1,100,1e-08,True,yes,21,1.0418e-12,1.7939e-26,2.486,0.0072433
2,100,1e-08,True,yes,13,6.6372e-09,8.3659e-19,1.6126,0.0043011
3,100,1e-08,True,yes,16,1.3564e-11,3.1604e-24,1.895,0.0057175
4,100,1e-08,True,yes,163,4.1009e-09,0.51246,1.8628,0.057661
5,100,1e-08,True,yes,19,1.3664e-12,3.3477e-26,2.0346,0.006625
0,100,1e-08,False,yes,11,1.0735e-10,2.5054e-22,-1.63,0.003675
1,100,1e-08,False,yes,33,9.8006e-09,1.0249,-1.7392,0.012817
2,100,1e-08,False,yes,16,1.3725e-10,3.729e-22,2.6057,0.005425
3,100,1e-08,False,yes,13,9.5566e-11,1.8742e-22,2.7782,0.0042702
4,100,1e-08,False,yes,15,5.9809e-12,7.2556e-25,2.7807,0.0050873
5,100,1e-08,False,yes,14,2.2972e-09,8.6598e-20,2.1071,0.00483
0,1000,1e-08,True,yes,13,9.7753e-11,1.7693e-22,1.9692,0.0082894
1,1000,1e-08,True,yes,21,3.2862e-10,1.9706e-21,2.4986,0.025341
2,1000,1e-08,True,yes,19,3.2912e-09,2.4792e-19,1.3536,0.012865
3,1000,1e-08,True,yes,20,2.0987e-10,7.8222e-22,2.9149,0.010796
4,1000,1e-08,True,yes,21,1.1297e-10,2.8069e-22,1.8619,0.012956
5,1000,1e-08,True,yes,20,1.045e-11,1.8884e-24,2.3435,0.010819
0,1000,1e-08,False,yes,13,8.6376e-12,1.5707e-24,2.2674,0.0083586
