Point ID,n,h,is_dynamic,success,k,grad_norm_final,fx_final,convergence_rate,time
2,100,1e-08,True,yes,13,5.3385e-10,6.6875e-21,1.609,0.016045
3,100,1e-08,True,yes,13,7.4974e-07,9.9432e-15,1.4431,0.01621
4,100,1e-08,True,yes,12,7.5173e-08,1.119e-16,1.5248,0.015131
5,100,1e-08,True,yes,12,7.031e-07,1.2428e-14,1.3411,0.014736
0,100,1e-08,False,yes,10,4.8056e-07,5.1171e-15,2.2617,0.01233
1,100,1e-08,False,yes,13,1.2455e-09,2.3442e-20,1.3226,0.016347
2,100,1e-08,False,yes,11,6.9319e-07,1.1073e-14,2.0153,0.013778
3,100,1e-08,False,yes,12,3.554e-07,2.3596e-15,1.4518,0.015022
4,100,1e-08,False,yes,13,6.4011e-09,9.539e-19,1.4631,0.016441
5,100,1e-08,False,yes,13,6.6872e-07,1.2034e-14,1.6308,0.017052
0,1000,1e-08,True,yes,11,1.6087e-07,5.5814e-16,1.6378,0.041189
1,1000,1e-08,True,yes,13,1.0264e-07,2.3404e-16,1.0478,0.025395
2,1000,1e-08,True,yes,15,1.1755e-09,2.4527e-20,1.3746,0.027614
3,1000,1e-08,True,yes,13,2.1584e-08,8.961e-18,1.4451,0.022453
4,1000,1e-08,True,yes,15,9.078e-10,1.6378e-20,1.3591,0.025769
5,1000,1e-08,True,yes,15,9.1855e-10,1.6018e-20,1.357,0.026814
0,1000,1e-08,False,yes,11,1.6087e-07,5.5814e-16,1.6378,0.021373
1,1000,1e-08,False,yes,15,1.3083e-09,2.837e-20,1.3935,0.027444
2,1000,1e-08,False,yes,14,5.4091e-08,6.1802e-17,1.1601,0.024665
3,1000,1e-08,False,yes,14,6.6403e-08,9.0321e-17,1.1514,0.025971
4,1000,1e-08,False,yes,13,3.0869e-07,1.797e-15,1.5298,0.024467
5,1000,1e-08,False,yes,13,2.0455e-07,8.0112e-16,1.3934,0.025336
0,10000,1e-08,True,yes,12,1.6484e-08,5.8023e-18,0.84083,0.083888
1,10000,1e-08,True,yes,14,1.4258e-07,4.7501e-16,1.5604,0.08497
2,10000,1e-08,True,yes,14,1.269e-07,3.771e-16,1.2216,0.087698
3,10000,1e-08,True,yes,14,1.5954e-07,5.0182e-16,1.1977,0.086991
4,10000,1e-08,True,yes,16,9.9052e-10,1.6636e-20,1.3255,0.099281
5,10000,1e-08,True,yes,14,1.4325e-07,4.4273e-16,1.207,0.085866
0,10000,1e-08,False,yes,12,1.6484e-08,5.8023e-18,0.84083,0.078348
1,10000,1e-08,False,yes,15,2.707e-09,1.4735e-19,1.3569,0.098939
2,10000,1e-08,False,yes,14,1.5304e-07,5.0868e-16,1.2072,0.094576
3,10000,1e-08,False,yes,15,3.1637e-09,1.9411e-19,1.6495,0.089362
4,10000,1e-08,False,yes,14,1.5386e-07,5.5948e-16,1.2225,0.084686
5,10000,1e-08,False,yes,14,1.3556e-07,4.2114e-16,1.5187,0.087033
0,100000,1e-08,True,yes,15,5.7311e-09,7.7484e-19,1.5573,0.90772
1,100000,1e-08,True,yes,16,1.0843e-09,2.949e-20,1.5321,0.8446
2,100000,1e-08,True,yes,15,3.5629e-08,2.0079e-17,1.1402,0.80854
3,100000,1e-08,True,yes,15,3.7867e-08,2.2567e-17,1.1231,0.77621
4,100000,1e-08,True,yes,15,3.4187e-08,1.908e-17,1.1248,0.74093
5,100000,1e-08,True,yes,15,3.5148e-08,2.0835e-17,1.1304,0.85007
0,100000,1e-08,False,yes,15,5.7311e-09,7.7484e-19,1.5573,0.83044
1,100000,1e-08,False,yes,15,3.3907e-08,1.8918e-17,1.1313,0.84815
2,100000,1e-08,False,yes,15,3.4549e-08,2.1522e-17,1.1245,0.82899
3,100000,1e-08,False,yes,15,3.6283e-08,2.3137e-17,1.1399,0.85365
4,100000,1e-08,False,yes,15,3.3136e-08,1.8528e-17,1.1268,0.78453
5,100000,1e-08,False,yes,15,3.3978e-08,1.9818e-17,1.1358,0.85361
0,2,1e-12,True,yes,6,6.1676e-11,1.6702e-22,2.0989,0.010121
1,2,1e-12,True,yes,5,1.8763e-09,1.5667e-19,2.0098,0.0061763
2,2,1e-12,True,yes,7,5.7313e-11,1.3769e-22,1.5519,0.0083296
3,2,1e-12,True,yes,6,2.4673e-07,2.7538e-15,1.8619,0.0073002
4,2,1e-12,True,yes,5,3.5417e-08,5.7433e-17,1.998,0.0060032
5,2,1e-12,True,yes,6,3.5653e-12,5.8608e-25,1.4333,0.0073335
0,2,1e-12,False,yes,6,6.1676e-11,1.6702e-22,2.0989,0.0070546
1,2,1e-12,False,yes,5,2.6596e-07,3.252e-15,2.1551,0.0058375
2,2,1e-12,False,yes,4,1.5639e-08,1.1573e-17,1.9813,0.0048621
3,2,1e-12,False,yes,5,1.0715e-07,5.4567e-16,1.9598,0.0060045
4,2,1e-12,False,yes,6,8.0443e-07,2.9386e-14,0.11595,0.0073301
5,2,1e-12,False,yes,6,2.1363e-09,2.1042e-19,1.9281,0.0070232
0,100,1e-12,True,yes,10,4.8056e-07,5.1171e-15,2.2617,0.012668
1,100,1e-12,True,yes,12,7.0936e-07,1.1408e-14,0.71137,0.014943
2,100,1e-12,True,yes,12,1.1283e-07,3.2839e-16,1.4126,0.015174
3,100,1e-12,True,yes,12,1.2988e-07,4.0408e-16,1.7511,0.014742
4,100,1e-12,True,yes,13,7.5565e-09,7.8035e-19,1.2685,0.016267
